CODREG;REG;CODDEP;CODCAN;CAN;NBCOM;PMUN;PTOT
84;Auvergne-Rhône-Alpes;01;01;Ambérieu-en-Bugey;18;30427;31182
84;Auvergne-Rhône-Alpes;01;02;Attignat;18;25096;25624
84;Auvergne-Rhône-Alpes;01;03;Valserhône;12;21964;22421
84;Auvergne-Rhône-Alpes;01;04;Belley;33;25254;25972
84;Auvergne-Rhône-Alpes;01;05;Bourg-en-Bresse-1;2;35499;36719
84;Auvergne-Rhône-Alpes;01;06;Bourg-en-Bresse-2;4;26242;27316
84;Auvergne-Rhône-Alpes;01;07;Ceyzériat;22;26400;27013
84;Auvergne-Rhône-Alpes;01;08;Châtillon-sur-Chalaronne;26;30612;31363
84;Auvergne-Rhône-Alpes;01;09;Gex;7;32689;33459
84;Auvergne-Rhône-Alpes;01;10;Plateau d’Hauteville;28;21993;22508
84;Auvergne-Rhône-Alpes;01;11;Lagnieu;25;34473;35194
84;Auvergne-Rhône-Alpes;01;12;Meximieux;15;33867;34385
84;Auvergne-Rhône-Alpes;01;13;Miribel;8;29581;30114
84;Auvergne-Rhône-Alpes;01;14;Nantua;17;21579;22375
84;Auvergne-Rhône-Alpes;01;15;Oyonnax;2;25607;26151
84;Auvergne-Rhône-Alpes;01;16;Pont-d'Ain;24;22073;22586
84;Auvergne-Rhône-Alpes;01;17;Replonges;31;31201;31884
84;Auvergne-Rhône-Alpes;01;18;Saint-Étienne-du-Bois;26;22634;23103
84;Auvergne-Rhône-Alpes;01;19;Saint-Genis-Pouilly;4;38425;39206
84;Auvergne-Rhône-Alpes;01;20;Thoiry;16;29200;29959
84;Auvergne-Rhône-Alpes;01;21;Trévoux;12;34040;35008
84;Auvergne-Rhône-Alpes;01;22;Villars-les-Dombes;25;34230;34960
84;Auvergne-Rhône-Alpes;01;23;Vonnas;19;24770;25299
32;Hauts-de-France;02;01;Bohain-en-Vermandois;31;21994;22361
32;Hauts-de-France;02;02;Château-Thierry;21;27966;28555
32;Hauts-de-France;02;03;Chauny;21;23765;24425
32;Hauts-de-France;02;04;Essômes-sur-Marne;47;29169;29791
32;Hauts-de-France;02;05;Fère-en-Tardenois;77;27625;28096
32;Hauts-de-France;02;06;Villeneuve-sur-Aisne;76;26336;26911
32;Hauts-de-France;02;07;Guise;45;23060;23467
32;Hauts-de-France;02;08;Hirson;26;20889;21297
32;Hauts-de-France;02;09;Laon-1;27;24932;25461
32;Hauts-de-France;02;10;Laon-2;25;24826;25504
32;Hauts-de-France;02;11;Marle;65;19592;20054
32;Hauts-de-France;02;12;Ribemont;52;26182;26630
32;Hauts-de-France;02;13;Saint-Quentin-1;25;28824;29514
32;Hauts-de-France;02;14;Saint-Quentin-2;11;22451;23117
32;Hauts-de-France;02;15;Saint-Quentin-3;9;27276;27741
32;Hauts-de-France;02;16;Soissons-1;15;23334;23698
32;Hauts-de-France;02;17;Soissons-2;14;29556;30263
32;Hauts-de-France;02;18;Tergnier;24;29380;29916
32;Hauts-de-France;02;19;Vervins;66;21195;21928
32;Hauts-de-France;02;20;Vic-sur-Aisne;50;21051;21531
32;Hauts-de-France;02;21;Villers-Cotterêts;76;29971;30916
84;Auvergne-Rhône-Alpes;03;01;Bellerive-sur-Allier;11;19348;19900
84;Auvergne-Rhône-Alpes;03;02;Bourbon-l'Archambault;28;16683;17101
84;Auvergne-Rhône-Alpes;03;03;Commentry;24;18086;18579
84;Auvergne-Rhône-Alpes;03;04;Cusset;4;17360;17971
84;Auvergne-Rhône-Alpes;03;05;Dompierre-sur-Besbre;32;20031;20513
84;Auvergne-Rhône-Alpes;03;06;Gannat;41;19857;20341
84;Auvergne-Rhône-Alpes;03;07;Huriel;29;15774;16094
84;Auvergne-Rhône-Alpes;03;08;Lapalisse;31;17828;18321
84;Auvergne-Rhône-Alpes;03;09;Montluçon-1;4;15587;15878
84;Auvergne-Rhône-Alpes;03;10;Montluçon-2;2;15637;16256
84;Auvergne-Rhône-Alpes;03;11;Montluçon-3;15;18174;18725
84;Auvergne-Rhône-Alpes;03;12;Montluçon-4;7;16133;16489
84;Auvergne-Rhône-Alpes;03;13;Moulins-1;7;17573;18410
84;Auvergne-Rhône-Alpes;03;14;Moulins-2;23;19081;19482
84;Auvergne-Rhône-Alpes;03;15;Saint-Pourçain-sur-Sioule;22;19188;19598
84;Auvergne-Rhône-Alpes;03;16;Souvigny;29;14938;15272
84;Auvergne-Rhône-Alpes;03;17;Vichy-1;4;18935;19166
84;Auvergne-Rhône-Alpes;03;18;Vichy-2;3;18340;18647
84;Auvergne-Rhône-Alpes;03;19;Yzeure;6;17075;17712
93;Provence-Alpes-Côte d'Azur;04;01;Barcelonnette;14;7735;8064
93;Provence-Alpes-Côte d'Azur;04;02;Castellane;32;9759;9978
93;Provence-Alpes-Côte d'Azur;04;03;Château-Arnoux-Saint-Auban;8;12416;12670
93;Provence-Alpes-Côte d'Azur;04;04;Digne-les-Bains-1;7;12107;12728
93;Provence-Alpes-Côte d'Azur;04;05;Digne-les-Bains-2;7;12349;12832
93;Provence-Alpes-Côte d'Azur;04;06;Forcalquier;15;11427;11645
93;Provence-Alpes-Côte d'Azur;04;07;Manosque-1;3;12718;12988
93;Provence-Alpes-Côte d'Azur;04;08;Manosque-2;3;10137;10421
93;Provence-Alpes-Côte d'Azur;04;09;Manosque-3;3;12377;12831
93;Provence-Alpes-Côte d'Azur;04;10;Oraison;3;14041;14287
93;Provence-Alpes-Côte d'Azur;04;11;Reillanne;21;10935;11146
93;Provence-Alpes-Côte d'Azur;04;12;Riez;26;9130;9376
93;Provence-Alpes-Côte d'Azur;04;13;Seyne;34;8407;8606
93;Provence-Alpes-Côte d'Azur;04;14;Sisteron;15;13077;13493
93;Provence-Alpes-Côte d'Azur;04;15;Valensole;10;8836;8995
93;Provence-Alpes-Côte d'Azur;05;01;L'Argentière-la-Bessée;8;6543;6748
93;Provence-Alpes-Côte d'Azur;05;02;Briançon-1;10;8929;9158
93;Provence-Alpes-Côte d'Azur;05;03;Briançon-2;4;10188;10503
93;Provence-Alpes-Côte d'Azur;05;04;Chorges;17;11122;11408
93;Provence-Alpes-Côte d'Azur;05;05;Embrun;8;11256;11731
93;Provence-Alpes-Côte d'Azur;05;06;Gap-1;1;10342;10582
93;Provence-Alpes-Côte d'Azur;05;07;Gap-2;1;10082;10653
93;Provence-Alpes-Côte d'Azur;05;08;Gap-3;1;10195;10422
93;Provence-Alpes-Côte d'Azur;05;09;Gap-4;1;9492;9871
93;Provence-Alpes-Côte d'Azur;05;10;Guillestre;15;7916;8114
93;Provence-Alpes-Côte d'Azur;05;11;Laragne-Montéglin;11;7796;7978
93;Provence-Alpes-Côte d'Azur;05;12;Saint-Bonnet-en-Champsaur;25;11355;11702
93;Provence-Alpes-Côte d'Azur;05;13;Serres;37;7562;7731
93;Provence-Alpes-Côte d'Azur;05;14;Tallard;19;10827;11123
93;Provence-Alpes-Côte d'Azur;05;15;Veynes;8;7000;7257
93;Provence-Alpes-Côte d'Azur;06;01;Antibes-1;2;39336;39656
93;Provence-Alpes-Côte d'Azur;06;02;Antibes-2;1;30264;30546
93;Provence-Alpes-Côte d'Azur;06;03;Antibes-3;2;36554;37311
93;Provence-Alpes-Côte d'Azur;06;04;Beausoleil;7;33134;33490
93;Provence-Alpes-Côte d'Azur;06;05;Cagnes-sur-Mer-1;1;43372;43723
93;Provence-Alpes-Côte d'Azur;06;06;Cagnes-sur-Mer-2;3;45986;46410
93;Provence-Alpes-Côte d'Azur;06;07;Cannes-1;2;47686;48083
93;Provence-Alpes-Côte d'Azur;06;08;Cannes-2;1;39090;39554
93;Provence-Alpes-Côte d'Azur;06;09;Le Cannet;2;47964;48672
93;Provence-Alpes-Côte d'Azur;06;10;Contes;20;37371;37803
93;Provence-Alpes-Côte d'Azur;06;11;Grasse-1;19;44031;44881
93;Provence-Alpes-Côte d'Azur;06;12;Grasse-2;2;39753;40536
93;Provence-Alpes-Côte d'Azur;06;13;Mandelieu-la-Napoule;5;39677;40243
93;Provence-Alpes-Côte d'Azur;06;14;Menton;6;48016;48745
93;Provence-Alpes-Côte d'Azur;06;15;Nice-1;1;42535;42946
93;Provence-Alpes-Côte d'Azur;06;16;Nice-2;1;48261;48650
93;Provence-Alpes-Côte d'Azur;06;17;Nice-3;4;44098;44517
93;Provence-Alpes-Côte d'Azur;06;18;Nice-4;1;41430;41816
93;Provence-Alpes-Côte d'Azur;06;19;Nice-5;1;45583;45861
93;Provence-Alpes-Côte d'Azur;06;20;Nice-6;1;41294;41914
93;Provence-Alpes-Côte d'Azur;06;21;Nice-7;3;41496;41711
93;Provence-Alpes-Côte d'Azur;06;22;Nice-8;1;39610;39779
93;Provence-Alpes-Côte d'Azur;06;23;Nice-9;1;33488;33765
93;Provence-Alpes-Côte d'Azur;06;24;Tourrette-Levens;28;36269;37186
93;Provence-Alpes-Côte d'Azur;06;25;Valbonne;12;38180;39380
93;Provence-Alpes-Côte d'Azur;06;26;Vence;47;38099;38693
93;Provence-Alpes-Côte d'Azur;06;27;Villeneuve-Loubet;4;34833;35519
84;Auvergne-Rhône-Alpes;07;01;Annonay-1;7;20046;20708
84;Auvergne-Rhône-Alpes;07;02;Annonay-2;10;16425;16912
84;Auvergne-Rhône-Alpes;07;03;Aubenas-1;15;17570;18212
84;Auvergne-Rhône-Alpes;07;04;Aubenas-2;15;21045;21898
84;Auvergne-Rhône-Alpes;07;05;Bourg-Saint-Andéol;9;18911;19331
84;Auvergne-Rhône-Alpes;07;06;Haut-Eyrieux;44;17864;18414
84;Auvergne-Rhône-Alpes;07;07;Guilherand-Granges;5;21982;22462
84;Auvergne-Rhône-Alpes;07;08;Haut-Vivarais;31;21477;21878
84;Auvergne-Rhône-Alpes;07;09;Le Pouzin;13;16829;17167
84;Auvergne-Rhône-Alpes;07;10;Privas;15;20809;21495
84;Auvergne-Rhône-Alpes;07;11;Sarras;19;16261;16614
84;Auvergne-Rhône-Alpes;07;12;Berg-Helvie;19;21848;22387
84;Auvergne-Rhône-Alpes;07;13;Haute-Ardèche;40;14028;14318
84;Auvergne-Rhône-Alpes;07;14;Tournon-sur-Rhône;13;21341;22171
84;Auvergne-Rhône-Alpes;07;15;Vallon-Pont-d'Arc;30;21127;21567
84;Auvergne-Rhône-Alpes;07;16;Les Cévennes Ardéchoises;35;19001;19399
84;Auvergne-Rhône-Alpes;07;17;Rhône-Eyrieux;17;22761;23214
44;Grand Est;08;01;Attigny;79;12011;12335
44;Grand Est;08;02;Bogny-sur-Meuse;12;14853;15162
44;Grand Est;08;03;Carignan;38;15984;16273
44;Grand Est;08;04;Charleville-Mézières-1;8;15014;15312
44;Grand Est;08;05;Charleville-Mézières-2;6;16252;16538
44;Grand Est;08;06;Charleville-Mézières-3;2;15794;16362
44;Grand Est;08;07;Charleville-Mézières-4;2;14865;15072
44;Grand Est;08;08;Château-Porcien;47;15859;16127
44;Grand Est;08;09;Givet;12;14095;14420
44;Grand Est;08;10;Nouvion-sur-Meuse;32;14005;14333
44;Grand Est;08;11;Rethel;18;14153;14529
44;Grand Est;08;12;Revin;7;11874;12106
44;Grand Est;08;13;Rocroi;33;15228;15547
44;Grand Est;08;14;Sedan-1;9;13378;13653
44;Grand Est;08;15;Sedan-2;8;10824;11074
44;Grand Est;08;16;Sedan-3;8;12542;12880
44;Grand Est;08;17;Signy-l'Abbaye;71;15551;15846
44;Grand Est;08;18;Villers-Semeuse;11;14309;14762
44;Grand Est;08;19;Vouziers;51;13110;13470
76;Occitanie;09;01;Haute-Ariège;47;6398;6559
76;Occitanie;09;02;Arize-Lèze;27;10982;11136
76;Occitanie;09;03;Couserans Est;37;9617;9806
76;Occitanie;09;04;Couserans Ouest;29;10906;11385
76;Occitanie;09;05;Foix;6;13517;14019
76;Occitanie;09;06;Mirepoix;35;13291;13656
76;Occitanie;09;07;Pamiers-1;15;12454;12738
76;Occitanie;09;08;Pamiers-2;8;15274;15737
76;Occitanie;09;09;Pays d'Olmes;23;12251;12507
76;Occitanie;09;10;Portes d'Ariège;16;13677;14000
76;Occitanie;09;11;Portes du Couserans;28;9533;9740
76;Occitanie;09;12;Sabarthès;29;11384;11634
76;Occitanie;09;13;Val d'Ariège;28;14670;14982
44;Grand Est;10;01;Aix-Villemaur-Pâlis;36;17811;18086
44;Grand Est;10;02;Arcis-sur-Aube;47;14977;15280
44;Grand Est;10;03;Bar-sur-Aube;48;13284;13664
44;Grand Est;10;04;Bar-sur-Seine;46;16384;16843
44;Grand Est;10;05;Brienne-le-Château;53;14038;14294
44;Grand Est;10;06;Creney-près-Troyes;33;17742;18295
44;Grand Est;10;07;Nogent-sur-Seine;23;16712;17026
44;Grand Est;10;08;Les Riceys;57;14415;15034
44;Grand Est;10;09;Romilly-sur-Seine;6;18739;19160
44;Grand Est;10;10;Saint-André-les-Vergers;5;24255;24894
44;Grand Est;10;11;Saint-Lyé;33;16384;16709
44;Grand Est;10;12;Troyes-1;1;20813;21127
44;Grand Est;10;13;Troyes-2;3;20984;21424
44;Grand Est;10;14;Troyes-3;2;21324;21770
44;Grand Est;10;15;Troyes-4;4;21843;22150
44;Grand Est;10;16;Troyes-5;1;18795;19153
44;Grand Est;10;17;Vendeuvre-sur-Barse;37;22935;23443
76;Occitanie;11;01;La Piège au Razès;72;20297;20815
76;Occitanie;11;02;Carcassonne-1;1;14774;15214
76;Occitanie;11;03;Carcassonne-2;9;21755;22420
76;Occitanie;11;04;Carcassonne-3;7;21948;22333
76;Occitanie;11;05;Le Bassin chaurien;22;23588;24398
76;Occitanie;11;06;Les Basses Plaines de l'Aude;6;20950;21336
76;Occitanie;11;07;Les Corbières;54;16240;16501
76;Occitanie;11;08;Le Lézignanais;10;16802;17123
76;Occitanie;11;09;La Région Limouxine;35;19928;20666
76;Occitanie;11;10;La Malepère à la Montagne Noire;27;17508;18202
76;Occitanie;11;11;Narbonne-1;5;26580;26987
76;Occitanie;11;12;Narbonne-2;3;22110;22675
76;Occitanie;11;13;Narbonne-3;1;18413;18826
76;Occitanie;11;14;La Haute-Vallée de l'Aude;82;17727;18097
76;Occitanie;11;15;Le Haut-Minervois;23;15782;16053
76;Occitanie;11;16;Le Sud-Minervois;18;24267;24688
76;Occitanie;11;17;Les Corbières Méditerranée;11;23568;23912
76;Occitanie;11;18;La Montagne d'Alaric;29;15941;16283
76;Occitanie;11;19;La Vallée de l'Orbiel;22;17039;17406
76;Occitanie;12;01;Aubrac et Carladez;21;10053;10281
76;Occitanie;12;02;Aveyron et Tarn;17;10555;10907
76;Occitanie;12;03;Causse-Comtal;7;12222;12573
76;Occitanie;12;04;Causses-Rougiers;43;12580;12914
76;Occitanie;12;05;Ceor-Ségala;18;13891;14367
76;Occitanie;12;06;Enne et Alzou;11;13114;13598
76;Occitanie;12;07;Lot et Dourdou;11;12883;13308
76;Occitanie;12;08;Lot et Montbazinois;16;11857;12157
76;Occitanie;12;09;Lot et Palanges;13;10467;10736
76;Occitanie;12;10;Lot et Truyère;14;10197;10496
76;Occitanie;12;11;Millau-1;4;14562;15144
76;Occitanie;12;12;Millau-2;6;13797;14118
76;Occitanie;12;13;Monts du Réquistanais;14;10735;11082
76;Occitanie;12;14;Nord-Lévezou;4;13557;13966
76;Occitanie;12;15;Raspes et Lévezou;22;10818;11132
76;Occitanie;12;16;Rodez-1;1;12193;13151
76;Occitanie;12;17;Rodez-2;2;12381;13332
76;Occitanie;12;18;Rodez-Onet;2;13926;14539
76;Occitanie;12;19;Saint-Affrique;11;12642;13384
76;Occitanie;12;20;Tarn et Causses;18;10376;10701
76;Occitanie;12;21;Vallon;10;12899;13283
76;Occitanie;12;22;Villefranche-de-Rouergue;3;13087;13635
76;Occitanie;12;23;Villeneuvois et Villefranchois;20;10762;11038
93;Provence-Alpes-Côte d'Azur;13;01;Aix-en-Provence-1;1;73304;75400
93;Provence-Alpes-Côte d'Azur;13;02;Aix-en-Provence-2;1;73818;74958
93;Provence-Alpes-Côte d'Azur;13;03;Allauch;10;73316;74220
93;Provence-Alpes-Côte d'Azur;13;04;Arles;3;61461;62283
93;Provence-Alpes-Côte d'Azur;13;05;Aubagne;3;62280;62905
93;Provence-Alpes-Côte d'Azur;13;06;Berre-l'Étang;9;71561;72460
93;Provence-Alpes-Côte d'Azur;13;07;Châteaurenard;15;74411;75524
93;Provence-Alpes-Côte d'Azur;13;08;La Ciotat;7;72662;73584
93;Provence-Alpes-Côte d'Azur;13;09;Gardanne;5;64839;65732
93;Provence-Alpes-Côte d'Azur;13;10;Istres;3;65768;66733
93;Provence-Alpes-Côte d'Azur;13;11;Marignane;7;84430;85203
93;Provence-Alpes-Côte d'Azur;13;12;Marseille-1;1;75300;75728
93;Provence-Alpes-Côte d'Azur;13;13;Marseille-2;1;70297;70516
93;Provence-Alpes-Côte d'Azur;13;14;Marseille-3;1;64162;64440
93;Provence-Alpes-Côte d'Azur;13;15;Marseille-4;1;59948;60161
93;Provence-Alpes-Côte d'Azur;13;16;Marseille-5;1;68579;69022
93;Provence-Alpes-Côte d'Azur;13;17;Marseille-6;1;72645;73115
93;Provence-Alpes-Côte d'Azur;13;18;Marseille-7;1;82427;83223
93;Provence-Alpes-Côte d'Azur;13;19;Marseille-8;1;71720;72200
93;Provence-Alpes-Côte d'Azur;13;20;Marseille-9;1;74932;75987
93;Provence-Alpes-Côte d'Azur;13;21;Marseille-10;1;78193;78890
93;Provence-Alpes-Côte d'Azur;13;22;Marseille-11;1;75162;75685
93;Provence-Alpes-Côte d'Azur;13;23;Marseille-12;1;76956;77635
93;Provence-Alpes-Côte d'Azur;13;24;Martigues;2;64796;65459
93;Provence-Alpes-Côte d'Azur;13;25;Pélissanne;13;59715;61108
93;Provence-Alpes-Côte d'Azur;13;26;Salon-de-Provence-1;15;65655;66754
93;Provence-Alpes-Côte d'Azur;13;27;Salon-de-Provence-2;4;70642;71723
93;Provence-Alpes-Côte d'Azur;13;28;Trets;18;73074;74684
93;Provence-Alpes-Côte d'Azur;13;29;Vitrolles;4;66017;67063
28;Normandie;14;01;Les Monts d’Aunay;29;25432;25818
28;Normandie;14;02;Bayeux;34;29051;29699
28;Normandie;14;03;Thue-et-Mue;26;28361;28920
28;Normandie;14;04;Cabourg;34;29837;30318
28;Normandie;14;05;Caen-1;5;28384;28843
28;Normandie;14;06;Caen-2;6;30584;30995
28;Normandie;14;07;Caen-3;2;27042;28055
28;Normandie;14;08;Caen-4;1;27546;27970
28;Normandie;14;09;Caen-5;5;27497;27873
28;Normandie;14;10;Condé-en-Normandie;9;23238;23838
28;Normandie;14;11;Courseulles-sur-Mer;21;28540;29162
28;Normandie;14;12;Évrecy;28;34643;35141
28;Normandie;14;13;Falaise;57;26758;27331
28;Normandie;14;14;Hérouville-Saint-Clair;2;29179;29452
28;Normandie;14;15;Honfleur-Deauville;17;29406;30035
28;Normandie;14;16;Ifs;4;31930;32473
28;Normandie;14;17;Lisieux;10;25912;26662
28;Normandie;14;18;Livarot-Pays-d’Auge;12;21789;22411
28;Normandie;14;19;Mézidon Vallée d’Auge;39;24046;24537
28;Normandie;14;20;Ouistreham;11;34796;35363
28;Normandie;14;21;Pont-l'Évêque;47;28537;29235
28;Normandie;14;22;Le Hom;42;24668;25066
28;Normandie;14;23;Trévières;59;26438;26873
28;Normandie;14;24;Troarn;24;30470;30879
28;Normandie;14;25;Vire-Normandie;9;23463;24432
84;Auvergne-Rhône-Alpes;15;01;Arpajon-sur-Cère;14;11170;11492
84;Auvergne-Rhône-Alpes;15;02;Aurillac-1;2;10258;10518
84;Auvergne-Rhône-Alpes;15;03;Aurillac-2;1;9603;10419
84;Auvergne-Rhône-Alpes;15;04;Aurillac-3;1;10171;10472
84;Auvergne-Rhône-Alpes;15;05;Mauriac;20;10540;10904
84;Auvergne-Rhône-Alpes;15;06;Maurs;18;11317;11730
84;Auvergne-Rhône-Alpes;15;07;Murat;22;7914;8136
84;Auvergne-Rhône-Alpes;15;08;Naucelles;16;10338;10614
84;Auvergne-Rhône-Alpes;15;09;Neuvéglise-sur-Truyère;27;8617;8831
84;Auvergne-Rhône-Alpes;15;10;Riom-ès-Montagnes;23;7650;7834
84;Auvergne-Rhône-Alpes;15;11;Saint-Flour-1;24;8875;9206
84;Auvergne-Rhône-Alpes;15;12;Saint-Flour-2;17;9320;9861
84;Auvergne-Rhône-Alpes;15;13;Saint-Paul-des-Landes;22;8608;8824
84;Auvergne-Rhône-Alpes;15;14;Vic-sur-Cère;23;10966;11242
84;Auvergne-Rhône-Alpes;15;15;Ydes;19;9032;9210
75;Nouvelle-Aquitaine;16;01;Angoulême-1;2;18878;19386
75;Nouvelle-Aquitaine;16;02;Angoulême-2;2;18949;19635
75;Nouvelle-Aquitaine;16;03;Angoulême-3;2;23047;24057
75;Nouvelle-Aquitaine;16;04;Boëme-Echelle;13;18252;18592
75;Nouvelle-Aquitaine;16;05;Boixe-et-Manslois;37;17492;17740
75;Nouvelle-Aquitaine;16;06;Charente-Bonnieure;32;16842;17374
75;Nouvelle-Aquitaine;16;07;Charente-Champagne;21;16744;17144
75;Nouvelle-Aquitaine;16;08;Charente-Nord;46;18231;18668
75;Nouvelle-Aquitaine;16;09;Charente-Sud;40;19926;20474
75;Nouvelle-Aquitaine;16;10;Charente-Vienne;27;18430;18899
75;Nouvelle-Aquitaine;16;11;Cognac-1;8;16359;16792
75;Nouvelle-Aquitaine;16;12;Cognac-2;7;17629;18013
75;Nouvelle-Aquitaine;16;13;La Couronne;4;15663;16145
75;Nouvelle-Aquitaine;16;14;Gond-Pontouvre;4;20042;20524
75;Nouvelle-Aquitaine;16;15;Jarnac;17;16052;16487
75;Nouvelle-Aquitaine;16;16;Touvre-et-Braconne;6;18913;19333
75;Nouvelle-Aquitaine;16;17;Tude-et-Lavalette;50;17634;17993
75;Nouvelle-Aquitaine;16;18;Val de Nouère;23;20870;21272
75;Nouvelle-Aquitaine;16;19;Val de Tardoire;27;21765;22158
75;Nouvelle-Aquitaine;17;01;Aytré;4;30600;31213
75;Nouvelle-Aquitaine;17;02;Chaniers;26;22651;23147
75;Nouvelle-Aquitaine;17;03;Châtelaillon-Plage;8;21764;22205
75;Nouvelle-Aquitaine;17;04;L'Île d'Oléron;8;22076;22437
75;Nouvelle-Aquitaine;17;05;L'Île de Ré;10;17503;17834
75;Nouvelle-Aquitaine;17;06;La Jarrie;14;27367;27903
75;Nouvelle-Aquitaine;17;07;Jonzac;44;20651;21303
75;Nouvelle-Aquitaine;17;08;Lagord;6;26365;27018
75;Nouvelle-Aquitaine;17;09;Marans;20;31184;31614
75;Nouvelle-Aquitaine;17;10;Marennes;13;21884;22318
75;Nouvelle-Aquitaine;17;11;Matha;63;20865;21266
75;Nouvelle-Aquitaine;17;12;Pons;39;21689;22385
75;Nouvelle-Aquitaine;17;13;Rochefort;1;23410;24042
75;Nouvelle-Aquitaine;17;14;La Rochelle-1;1;26047;26425
75;Nouvelle-Aquitaine;17;15;La Rochelle-2;1;25723;26735
75;Nouvelle-Aquitaine;17;16;La Rochelle-3;1;25440;26163
75;Nouvelle-Aquitaine;17;17;Royan;3;27874;28600
75;Nouvelle-Aquitaine;17;18;Saint-Jean-d'Angély;40;27632;28511
75;Nouvelle-Aquitaine;17;19;Saint-Porchaire;20;20700;21309
75;Nouvelle-Aquitaine;17;20;Saintes;1;25412;26814
75;Nouvelle-Aquitaine;17;21;Saintonge Estuaire;23;20778;21197
75;Nouvelle-Aquitaine;17;22;Saujon;9;21986;22415
75;Nouvelle-Aquitaine;17;23;Surgères;19;28870;29455
75;Nouvelle-Aquitaine;17;24;Thénac;25;20924;21630
75;Nouvelle-Aquitaine;17;25;Tonnay-Charente;15;28630;29060
75;Nouvelle-Aquitaine;17;26;La Tremblade;9;23702;24126
75;Nouvelle-Aquitaine;17;27;Les Trois Monts;42;23982;24438
24;Centre-Val de Loire;18;01;Aubigny-sur-Nère;15;15617;15930
24;Centre-Val de Loire;18;02;Avord;33;18475;18903
24;Centre-Val de Loire;18;03;Bourges-1;1;17838;18331
24;Centre-Val de Loire;18;04;Bourges-2;1;15357;15553
24;Centre-Val de Loire;18;05;Bourges-3;1;14211;14776
24;Centre-Val de Loire;18;06;Bourges-4;1;16956;17725
24;Centre-Val de Loire;18;07;Chârost;13;13945;14364
24;Centre-Val de Loire;18;08;Châteaumeillant;38;14355;14617
24;Centre-Val de Loire;18;09;Dun-sur-Auron;32;14808;15061
24;Centre-Val de Loire;18;10;La Guerche-sur-l'Aubois;22;12768;12979
24;Centre-Val de Loire;18;11;Mehun-sur-Yèvre;15;18825;19166
24;Centre-Val de Loire;18;12;Saint-Amand-Montrond;13;15235;15659
24;Centre-Val de Loire;18;13;Saint-Doulchard;3;15254;15612
24;Centre-Val de Loire;18;14;Saint-Germain-du-Puy;18;15558;15844
24;Centre-Val de Loire;18;15;Saint-Martin-d'Auxigny;15;17333;17685
24;Centre-Val de Loire;18;16;Sancerre;36;18202;18589
24;Centre-Val de Loire;18;17;Trouy;23;15790;16145
24;Centre-Val de Loire;18;18;Vierzon-1;1;14621;14921
24;Centre-Val de Loire;18;19;Vierzon-2;10;15785;16056
75;Nouvelle-Aquitaine;19;01;Allassac;12;16257;16623
75;Nouvelle-Aquitaine;19;02;Argentat-sur-Dordogne;30;11740;12051
75;Nouvelle-Aquitaine;19;03;Brive-la-Gaillarde-1;1;11774;12154
75;Nouvelle-Aquitaine;19;04;Brive-la-Gaillarde-2;1;12568;12948
75;Nouvelle-Aquitaine;19;05;Brive-la-Gaillarde-3;3;11875;12116
75;Nouvelle-Aquitaine;19;06;Brive-la-Gaillarde-4;1;13145;13516
75;Nouvelle-Aquitaine;19;07;Égletons;17;10127;11044
75;Nouvelle-Aquitaine;19;08;Haute-Dordogne;26;10021;10513
75;Nouvelle-Aquitaine;19;09;Malemort;4;15487;15823
75;Nouvelle-Aquitaine;19;10;Midi Corrézien;33;12143;12429
75;Nouvelle-Aquitaine;19;11;Naves;13;11535;11990
75;Nouvelle-Aquitaine;19;12;Plateau de Millevaches;33;10238;10610
75;Nouvelle-Aquitaine;19;13;Saint-Pantaléon-de-Larche;13;15555;15907
75;Nouvelle-Aquitaine;19;14;Sainte-Fortunade;20;10497;10808
75;Nouvelle-Aquitaine;19;15;Seilhac-Monédières;21;11984;12328
75;Nouvelle-Aquitaine;19;16;Tulle;1;14314;14973
75;Nouvelle-Aquitaine;19;17;Ussel;11;11708;12128
75;Nouvelle-Aquitaine;19;18;Uzerche;21;13904;14172
75;Nouvelle-Aquitaine;19;19;L'Yssandonnais;21;14318;14794
27;Bourgogne-Franche-Comté;21;01;Arnay-le-Duc;90;18663;19171
27;Bourgogne-Franche-Comté;21;02;Auxonne;35;23396;23726
27;Bourgogne-Franche-Comté;21;03;Beaune;1;20122;20808
27;Bourgogne-Franche-Comté;21;04;Brazey-en-Plaine;38;20439;20814
27;Bourgogne-Franche-Comté;21;05;Châtillon-sur-Seine;107;19519;20197
27;Bourgogne-Franche-Comté;21;06;Chenôve;2;19634;19876
27;Bourgogne-Franche-Comté;21;07;Chevigny-Saint-Sauveur;6;27191;27871
27;Bourgogne-Franche-Comté;21;08;Dijon-1;1;25261;25831
27;Bourgogne-Franche-Comté;21;09;Dijon-2;1;29046;29558
27;Bourgogne-Franche-Comté;21;10;Dijon-3;1;24325;24909
27;Bourgogne-Franche-Comté;21;11;Dijon-4;1;29098;29711
27;Bourgogne-Franche-Comté;21;12;Dijon-5;1;26302;26929
27;Bourgogne-Franche-Comté;21;13;Dijon-6;3;25921;26377
27;Bourgogne-Franche-Comté;21;14;Fontaine-lès-Dijon;30;27656;28175
27;Bourgogne-Franche-Comté;21;15;Genlis;22;22009;22431
27;Bourgogne-Franche-Comté;21;16;Is-sur-Tille;50;19957;20293
